dataset,method,tau,layers,selection,best_epoch,label,recall@3,ndcg@3,arhr@3,recall@5,ndcg@5,arhr@5,recall@10,ndcg@10,arhr@10,recall@20,ndcg@20,arhr@20,recall@50,ndcg@50,arhr@50
amazon-music,lightccn_multi,,4,val-best-recall@20,290,derived_ef__softmax__global__L4__none,0.08343363499839439,0.07617018147652044,0.05561591583466129,0.11851127437974533,0.08981134317447777,0.06363463156790272,0.18011850617718284,0.110770193965991,0.07173960624606843,0.25831857792337853,0.13291457662965575,0.07709277763853112,0.3913819185307381,0.16335533135695418,0.08131314984127251
amazon-music,lightccn_multi,,4,val-best-recall@20,320,derived_e__softmax__global__L4__none,0.08446857663366801,0.0779220526639219,0.05683944695665594,0.12021397013886492,0.09156615186579228,0.06496278219740056,0.18186539486513084,0.11245105177240225,0.07311046998623323,0.25906555632571143,0.1343474425895009,0.07837307266214126,0.39099115904529064,0.16454417758722742,0.0825483342763154
amazon-music,lightccn_multi,,4,val-best-recall@20,350,derived_e__softmax__global__L4__ho_user,0.09012977110700629,0.08275837499835564,0.06083299262352975,0.12420387351849607,0.09579676880253066,0.06854257132503887,0.18497221446452913,0.11639897194648671,0.07664577614722262,0.2664695010369959,0.13932595364214925,0.08217117491027773,0.3862511241012177,0.16693312166859312,0.08594834610192775
amazon-music,lightccn_multi,,4,val-best-recall@20,120,derived_ef__softplus__global__L4__ho_user,0.0887390761384404,0.0813196233319106,0.05989753940860653,0.12213740409541538,0.09424888117848917,0.0674576330284431,0.18324298204437423,0.11509719956580235,0.0755250220462884,0.26049619214776076,0.13690618419590217,0.08077869926536213,0.38367979155069665,0.16507395243148537,0.08468599429543945
amazon-music,lightccn_multi,,4,val-best-recall@20,180,stateful_ef__softmax__global__L4__ho_user,0.07471882139604595,0.06977081405413467,0.05122154708942695,0.11111627075618226,0.08408689749806773,0.05947342306640764,0.17189087084857285,0.10484750681549088,0.06752980816031283,0.24701637365919016,0.12602163463502547,0.07263147217578152,0.3756998739462708,0.155439247551822,0.07666484112576828
amazon-music,lightccn_multi,,4,val-best-recall@20,310,stateful_e__softmax__global__L4__none,0.08556565661124077,0.07844614618064365,0.05729912917099707,0.11955538914246172,0.09155478849055171,0.06501091014206371,0.1816174363433136,0.11260220702209424,0.07331428368242687,0.26007208882354377,0.13488520681709287,0.07866059444194477,0.390680251672712,0.16480227457761998,0.08282058947733516
amazon-music,lightgcn_cc,,3,test-frame,600,amazon-music__lightgcn_cc__L3,0.10293773636389113,0.09429292922607775,0.07069508792520691,0.1383127158871355,0.10768071882577541,0.07876628230398343,0.2066919694215947,0.13102124203838209,0.08789504823340248,0.2914999446082096,0.15466348752026643,0.09365382713012849,0.4196903317132907,0.18437599734859011,0.09781317640177638
amazon-music,lightgcn_cc,,4,test-frame,590,amazon-music__lightgcn_cc__L4,0.09924280693732913,0.09136925665869707,0.06843311139243255,0.13565803903763132,0.10515562344099329,0.07666217890482875,0.20323973474760054,0.12806644713015158,0.08560006360537062,0.28811745002095546,0.15189565044541556,0.09141078226481592,0.429738418636626,0.1843818255823747,0.09595882626379966
amazon-music,mf,,,test-frame,380,mf__amazon-music,0.06590429846404848,0.060062692639824396,,0.08947348466296691,0.0689196832511344,,0.12922796966332065,0.0821961072930444,,0.1847046403970406,0.09789933055077163,,0.29285684554207486,0.12282310156135003,
amazon-music,mf,,,test-frame,400,mf__amazon-music,0.06493956517141405,0.058486101505357435,,0.08836224875040789,0.06768687435377453,,0.12845386888752863,0.08121575412552476,,0.1870895970835811,0.0978455589941949,,0.29390643311062814,0.12238728391688601,
amazon-music,mf,,3,val-best-recall@20,370,base__amazon-music__mf__L3__val,0.05527554052324468,0.05000265316227403,0.03656297035780475,0.07638261288799648,0.058101233204450785,0.041420759284102084,0.11169181246756944,0.07010771985942507,0.0460175457831062,0.16082922972752947,0.08407449352423547,0.04932061097376386,0.25336295851543456,0.10540852348618938,0.052213667410844426
amazon-music,mf,,3,test-frame,400,base__amazon-music__mf__L3__tst,0.06493956517141405,0.058486101505357435,0.043754771938007385,0.08836224875040789,0.06768687435377453,0.04904285024897112,0.12845386888752863,0.08121575412552476,0.054395635891967005,0.1870895970835811,0.0978455589941949,0.058408577553086594,0.29390643311062814,0.12238751980643998,0.06177154089819481
amazon-music,ngcf,,,test-frame,140,ngcf__amazon-music,0.05384606079279092,0.0500301438639322,,0.0740530043593376,0.05752108274239869,,0.11893791042714809,0.07270553070788897,,0.18099714596120567,0.09018915001170716,,0.2912664133290281,0.1153315850880219,
amazon-music,ngcf,,,test-frame,300,ngcf__amazon-music,0.05725958303576835,0.052600037103012046,,0.08197863321710115,0.062276476355640376,,0.13024210650596058,0.07861259205305629,,0.19377129368318904,0.09633853585172622,,0.3093572878874143,0.12259190732526437,
amazon-music,ngcf,,,test-frame,240,ngcf__amazon-music,0.057453431732197933,0.05200950917546715,,0.08162413395553093,0.06125842624520071,,0.12564038417412,0.07631763271214466,,0.1815929753275247,0.09227456690852141,,0.29280001633420755,0.11767669069629598,
amazon-music,ngcf,,3,val-best-recall@20,80,base__amazon-music__ngcf__L3__val,0.0454134172878292,0.04300966773746867,0.030087990723944164,0.06547086849116124,0.05069256608857023,0.03464750608483368,0.10355199950851135,0.06361398749989469,0.039710182968782426,0.15586900184837763,0.07852000445554132,0.043304319854015685,0.2615519260411723,0.10287245298149993,0.046657801368681584
amazon-music,ngcf,,3,test-frame,250,base__amazon-music__ngcf__L3__tst,0.055563446210791206,0.051430853814769514,0.03763911567183893,0.08030311526202917,0.06124290125939047,0.04324869247799362,0.123702099344456,0.07576559184854807,0.048910704074910674,0.18530816965271812,0.0930443712238006,0.053099904057030176,0.29955980332600646,0.1190475917586117,0.056691956038780224
amazon-music,simgcl,,,test-frame,120,simgcl__amazon-music,0.10722848142168842,0.09884012978226812,,0.13859324831030526,0.11023294778289248,,0.18560158637609722,0.125808529386415,,0.24866283643196915,0.143550717135901,,0.3385942194423248,0.1642020562263603,
amazon-music,simgcl,,,test-frame,100,simgcl__amazon-music,0.10789267423337003,0.09935659957048441,,0.1405343152156702,0.11138011675517352,,0.19135761419303213,0.12840636721840396,,0.25599946359612163,0.14670571606934218,,0.3524682843891149,0.1686653175454277,
amazon-music,simgcl,,3,val-best-recall@20,120,base__amazon-music__simgcl__L3__val,0.08393656171973561,0.07774929565026195,0.057652806691504875,0.11332140352488998,0.08911845104707473,0.06437456863865393,0.1679525878085179,0.10747531341230544,0.07168560103335882,0.22351201177282373,0.12332867884445187,0.07554338137397962,0.31671725440360793,0.14478677025734565,0.07848195980446844
amazon-music,simgcl,,3,test-frame,160,base__amazon-music__simgcl__L3__tst,0.10607802879422953,0.09859222437558492,0.07418644229297357,0.1424113256282073,0.11209633476673245,0.08243143011875478,0.19245652260418672,0.12880643299342528,0.08902598691256851,0.254509992100516,0.14630052378434913,0.09327178007327105,0.350642584616915,0.16845624788703428,0.09634253982770373
amazon-music__val,lightgcn_cc,,3,val-best-recall@20,410,amazon-music__lightgcn_cc__L3,0.08865546453013948,0.08052660669903548,0.05837886167617179,0.1221535842730022,0.09305921858576428,0.06599608373289101,0.18195342317141994,0.11338429170767594,0.07399329239099792,0.26064699024294763,0.13566149021624405,0.07933278501874806,0.38878013375552134,0.1650655236590092,0.08339193378612056
amazon-music__val,lightgcn_cc,,4,val-best-recall@20,560,amazon-music__lightgcn_cc__L4,0.08776633805809372,0.08048781511534525,0.058948409085607126,0.12395733767917724,0.09455010697229285,0.0672197195539136,0.18703259882343365,0.11577946381216217,0.07549195950264172,0.26210953746594934,0.13714337956704303,0.08057286883849858,0.39267538334360336,0.16700821717770578,0.08473753353150706
beidian,LightCCN-full,4,1,val-best-recall@20,50,dro__beidian__t4__sef.sm.B__L1__val,0.03524590163934426,0.026271502299961346,0.023178506375227684,0.04836065573770492,0.03162037689464757,0.02611566484517304,0.08005464480874316,0.04174408812903705,0.03022128979096192,0.12185792349726776,0.05223054598436538,0.03305638094505906,0.2139344262295082,0.0705217119273181,0.03600345629937022
beidian,LightCCN-full,4,2,val-best-recall@20,80,dro__beidian__t4__sef.sm.B__L2__val,0.036885245901639344,0.027422983578259497,0.02418032786885246,0.051639344262295085,0.03340604310283841,0.027445355191256827,0.0860655737704918,0.04446386542550435,0.031961575158296465,0.13415300546448086,0.056622819481424974,0.03529990423956444,0.22868852459016392,0.07531211258728232,0.03826995963742655
beidian,LightCCN-full,4,3,val-best-recall@20,190,dro__beidian__t4__sef.sm.B__L3__val,0.04371584699453552,0.03213596850312305,0.02814207650273224,0.060655737704918035,0.03903645014871547,0.03192622950819672,0.09562841530054644,0.05013944847740622,0.036388021510972327,0.14426229508196722,0.06234991905609298,0.039695002325915135,0.23852459016393443,0.08101710067447991,0.04267616103456569
beidian,LightCCN-full,4,4,val-best-recall@20,190,dro__beidian__t4__sef.sm.B__L4__val,0.0412568306010929,0.030590982500976253,0.02691256830601093,0.058469945355191254,0.037585187932469136,0.030737704918032786,0.09453551912568306,0.04903031161827406,0.03533534998698933,0.1418032786885246,0.06093723598160248,0.038581454841098047,0.2407103825136612,0.08061106141073794,0.04175781029141668
beidian,LightCCN-full,4,5,val-best-recall@20,160,dro__beidian__t4__sef.sm.B__L5__val,0.03961748633879782,0.028249136314403168,0.02436247723132969,0.05792349726775956,0.035773895020892725,0.028529143897996358,0.08879781420765027,0.045613600447417205,0.03250531268973891,0.13825136612021857,0.05799854788500617,0.03584460925798539,0.23442622950819672,0.07707927158585577,0.03890378315543965
beidian,LightCCN-full,4,6,val-best-recall@20,290,dro__beidian__t4__sef.sm.B__L6__val,0.040437158469945354,0.03034705100897779,0.02686703096539162,0.05983606557377049,0.03825867856148418,0.031211293260473588,0.09316939890710382,0.04890881158447182,0.03553202792956891,0.142896174863388,0.06150125306764694,0.038996557145665155,0.24153005464480876,0.08102268421038791,0.04210920299007208
beidian,LightCCN-full,10,3,val-best-recall@20,200,taur__beidian__t10__sef.sm.B__L3__val,0.0407103825136612,0.029920883601678893,0.026183970856102003,0.05874316939890711,0.03728007630777806,0.030227686703096536,0.09316939890710382,0.04826935417300868,0.03468080492670656,0.14508196721311475,0.061309264616429486,0.03821476607581515,0.23497267759562843,0.07908442238620439,0.04104229164367141
beidian,LightCCN-full,13,3,val-best-recall@20,60,taur__beidian__t13__sef.sm.B__L3__val,0.03169398907103825,0.024131333843677077,0.02153916211293261,0.047540983606557376,0.03063297294083768,0.025132058287795994,0.07459016393442623,0.03935463617791249,0.028716714372452073,0.12076502732240438,0.051003310334085984,0.03190013733087757,0.21202185792349726,0.06901638224829237,0.03474791722546421
beidian,LightCCN-prop,4,3,val-best-recall@20,170,dro__beidian__t4__sef.sm__L3__val,0.03961748633879782,0.029361474304254943,0.025819672131147543,0.05546448087431694,0.035827192294170584,0.029371584699453553,0.0907103825136612,0.04720961802065397,0.03406334027235667,0.14234972677595628,0.0601618979258787,0.03756385625437927,0.23524590163934425,0.0785312525386479,0.040484817799778514
beidian,LightGCN,,,test-frame,190,beidian__lightgcn,0.03879781420765027,0.02877277245511361,,0.0546448087431694,0.03526243784985922,,0.09016393442622951,0.0467059998157406,,0.1418032786885246,0.059634883072501206,,0.22923497267759563,0.07684329617097783,
beidian,LightGCN,,,test-frame,140,lightgcn__beidian,0.03442622950819672,0.025451830168813805,,0.05683060109289618,0.03466981452176997,,0.08770491803278689,0.04453527997733525,,0.13633879781420766,0.05686951431134025,,0.2314207650273224,0.0757247626346341,
beidian,LightGCN,,,test-frame,140,lightgcn__beidian,0.03442622950819672,0.025451830168813805,,0.05683060109289618,0.03466981452176997,,0.08770491803278689,0.04453527997733525,,0.13633879781420766,0.05686951431134025,,0.2314207650273224,0.0757247626346341,
beidian,LightGCN,,1,val-best-recall@20,80,lightgcn__L1,0.033879781420765025,0.02591377073282621,0.02317850637522768,0.048633879781420766,0.03193275136465009,0.026484517304189437,0.08087431693989071,0.04227260991836631,0.03070073293433949,0.12896174863387977,0.05436701676046041,0.03398841055787333,0.22076502732240438,0.07246722554093914,0.036843573449081464
beidian,LightGCN,,1,val-best-recall@20,80,dro__beidian__lightgcn__L1__val,0.033879781420765025,0.02591377073282621,0.02317850637522768,0.048633879781420766,0.03193275136465009,0.026484517304189437,0.08087431693989071,0.04226636023154262,0.0306942275999653,0.12896174863387977,0.05436076707363672,0.03398190522349914,0.22076502732240438,0.07246141614321366,0.03683731197126497
beidian,LightGCN,,2,val-best-recall@20,170,lightgcn__L2,0.03633879781420765,0.027810007697112015,0.024863387978142075,0.05546448087431694,0.03563988516613293,0.02918032786885246,0.0907103825136612,0.04702255997269909,0.033867638129933215,0.142896174863388,0.060062149045230634,0.03736552571593556,0.22868852459016392,0.0769988981015502,0.040046762751884964
beidian,LightGCN,,2,val-best-recall@20,170,dro__beidian__lightgcn__L2__val,0.03633879781420765,0.027810007697112015,0.024863387978142075,0.05546448087431694,0.03563988516613293,0.02918032786885246,0.09098360655737706,0.04710153943344168,0.0338949605343048,0.142896174863388,0.06006390148135193,0.03736729056023707,0.22868852459016392,0.07699925026558192,0.040047720145804634
beidian,LightGCN,,3,val-best-recall@20,220,lightgcn__L3,0.03879781420765027,0.028873611320258015,0.025455373406193076,0.0592896174863388,0.03717210771878124,0.029977231329690348,0.09344262295081968,0.04813182989185391,0.034451708734495615,0.14344262295081966,0.060697857144099476,0.037858485074423,0.2336065573770492,0.07844945044380902,0.040648448000556676
beidian,LightGCN,,3,test-frame,100,lightgcn__L3,0.03333333333333333,0.024453292254098695,,0.05,0.031248076411375673,,0.08306010928961749,0.04197932205169023,,0.13469945355191257,0.05497914246076809,,0.22704918032786886,0.07324319805093132,
beidian,LightGCN,,3,val-best-recall@20,220,dro__beidian__lightgcn__L3__val,0.03879781420765027,0.028873611320258015,0.025455373406193076,0.0592896174863388,0.03717210771878124,0.029977231329690348,0.09344262295081968,0.04813182989185391,0.034451708734495615,0.14344262295081966,0.060694770645779,0.037856014627603976,0.2336065573770492,0.07844626294648609,0.0406458149017856
beidian,LightGCN,,4,val-best-recall@20,210,lightgcn__L4,0.037978142076502734,0.027930288377244813,0.024453551912568306,0.05683060109289618,0.03560657354829033,0.02866120218579235,0.08961748633879782,0.04615044456149058,0.03298031052129413,0.14016393442622951,0.05894667168140521,0.036498661946468114,0.23797814207650272,0.07822238059847239,0.03953856372972898
beidian,LightGCN,,4,val-best-recall@20,210,dro__beidian__lightgcn__L4__val,0.037978142076502734,0.0278294495121004,0.024316939890710383,0.05683060109289618,0.03550573468314592,0.028524590163934428,0.08961748633879782,0.04604633652439368,0.03284066267672825,0.14016393442622951,0.058842563644308316,0.03635901410190224,0.23797814207650272,0.07811777309638909,0.03939851881832944
